Date,EloRating,Result,Moves
02/02/23,1046,Itakeyourname won by resignation,e2e4 e7e5 g1f3 f8c5 b1c3 d7d6 d2d3 g8f6 c1g5 h7h6 g5f6 d8f6 c3d5 f6d8 c2c4 c7c6 d5c3 d8b6 d1e2 b8a6 a2a3 b6a5 g2g3 c5b4 f1g2 b4c3 b2c3 a5c3 f3d2 c3a1 e2d1 a1d1 e1d1 a6c5 d2f3 c5d3 d1d2 d3f2 h1f1 f2h3 g2h3 c8h3 f1g1 e8g8 f3h4 b7b5 c4b5 c6c5 h4f5 f8d8 f5e7 g8f8 e7c6 d8b8 c6b8 a8b8 a3a4 c5c4 d2c3 b8c8 g1d1 h3g4 d1d6 g4f3 d6a6 f3e4 a6a7 e4d3 a4a5 c8c5 b5b6 c5b5 b6b7 d3e4 a5a6 e4g2 c3c4 b5b2 c4c5 f8e7 a7a8 e5e4 c5c6 e4e3 c6c7 e3e2 b7b8q b2b8 a8b8 e2e1q a6a7 e1c3 c7b6 c3b3 b6c7 b3c4 c7b6 e7d7 b8b7 g2b7 b6b7 c4d5 b7b6 d5c6 b6a5 c6c7 a5a6 c7c8 a6b6 c8c7 b6a6 c7c8 a6b6 f7f5 h2h4 g7g5 h4g5 h6g5 a7a8q c8a8 b6c5 a8f3
02/02/23,1037,ASJ7777 won by resignation,e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d3 c7c6 c1d2 a5c7 g1f3 c8f5 d3d4 g8f6 f1e2 e7e6 f3e5 b8d7 e5d7 c7d7 e1g1 e8c8 d2g5 h7h6 g5f6 g7f6 e2g4 f5g6 g4f3 c8b8 a2a4 f8b4 c3e2 h8g8 c2c3 b4a5 b2b4 a5c7 a4a5 a7a6 e2c1 e6e5 d4e5 d7d1 f3d1 c7e5 c1e2 g6h5 a1a3 h5f3 g2g3 d8d2 a3a1 f3e2 d1e2 d2e2 c3c4 e5a1 f1a1 e2e4 a1c1 g8d8 c4c5 d8d4
02/02/23,1036,Key_Nikan won by checkmate,e2e4 e7e5 g1f3 d8f6 b1c3 f8c5 d2d3 c7c6 f1e2 c5b4 c1d2 a7a5 a2a3 b4c3 d2c3 b7b5 c3e5 f6g6 e5b8 a8b8 e1g1 c8b7 b2b3 c6c5 c2c4 b5c4 b3c4 f7f5 f3e5 g6f6 e5f3 f5e4 f3d2 e4d3 e2d3 f6g5 f1e1 g8e7 g2g3 e8g8 d3e4 g5f6 e4d5 e7d5 c4d5 b7d5 d2e4 f6f5 e4c3 f5f2
02/02/23,1043,Ady13messi won - game abandoned,d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 e7e6 h2h3 c8d7 f1d3 f8e7 c2c3 e8g8 d1c2 f6e4 d3e4 d5e4 c2e4 f7f5 e4c2 d7c8 b1d2 b7b6 f3e5 c6e5 f4e5 c8b7 e1g1 e7d6 e5d6 d8d6 e3e4 f5e4 d2e4 d6d5 f2f3 b7a6 f1e1 a8e8 b2b3 e6e5 d4e5 d5e5 c3c4 e5d4 g1h1 a6b7 a1d1 b7e4 e1e4 d4c5 e4e8 f8e8
02/02/23,1046,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 g8f6 f1e2 d7d6 e1g1 c8e6 c1g5 h7h6 g5f6 d8f6 c3d5 e6d5 e4d5 c6e7 c2c4 e8c8 a2a3 b4c5 f3e1 e7g6 e2g4 c8b8 g4f3 g6f4 f3e4 f6g5 b2b4 c5d4 a1b1 f7f5 e1f3 f4h3 g1h1 g5g6 f3d4 f5e4 d4e6 d8d7 b4b5 d7f7 g2h3 e4d3 f1g1 g6e4 g1g2 f7f3 d1g1 f3h3 g1f1 h3f3 h1g1 g7g5 a3a4 d3d2 b1d1 e4c2 f1e2 f3a3 d1d2 c2c1 d2d1 c1f4 e6f4 e5f4 d1e1 a7a6 b5b6 c7b6 e2e6 a3a4 e6d6 b8a7 e1e6 a4c4 e6h6
02/02/23,1037,Ady13messi won by checkmate,e2e4 e7e5 b1c3 b8c6 d2d3 g8f6 g1f3 d7d6 c1g5 c8g4 f1e2 g4f3 e2f3 c6d4 e1g1 f8e7 a2a4 c7c5 c3b5 d4b5 a4b5 b7b6 c2c4 a7a5 b2b3 e8g8 d1d2 f6e8 f3g4 e7g5 d2e2 g5f6 e2f3 e8c7 h2h4 f6h4 f3h3 h4f6 g2g3 c7e6 g1g2 e6d4 f1h1 h7h6 g4f5 d4f5 e4f5 e5e4 d3e4 f6a1 h1a1 d8f6 a1h1 f6d4 g3g4 d4e4 g2g3 e4d3 f2f3 d3b3 g4g5 f7f6 g5h6 g7h6 h3h6 g8f7 h1e1 f8g8 g3f2 b3b2 f2e3 a8e8 e3f4 b2d2 e1e3 d2e3
03/02/23,1007,Saudi2011 won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 d7d6 d2d3 g8f6 c1g5 f8e7 g5f6 e7f6 c3d5 e8g8 c2c4 c8e6 f1e2 e6d5 e4d5 c6d4 f3d4 e5d4 e1g1 f8e8 e2f3 h7h6 f3e4 c7c5 f1e1 a7a5 b2b3 d8d7 d1f3 b7b5 g2g3 f6e5 e4f5 d7d8 f5e4 e8f8 h2h4 d8d7 a2a4 f7f5 a4b5 f5e4 f3e4 a8e8 e4g2 d7f7 e1f1 f7g6 b5b6 g6d3 a1a5 d3b3 a5b5 b3c4 f1b1 e8b8 b6b7 d4d3 b5a5 d3d2 a5a8 b8b7 a8f8 g8f8 g2f3 f8g8 b1b7 c4d4 b7b8 g8h7 f3f5 g7g6 b8b7 e5g7 h4h5 d2d1q g1g2 d4d5 f5d5 d1d5 g2h3 d5b7 h5g6 h7g6
03/02/23,1014,Ady13messi won - game abandoned,e2e4 e7e5 d1f3 b8c6 f1c4 g8f6 c2c3 d7d6 g1e2 c6a5 b1a3 a5c4 a3c4 c8g4 f3e3 g4e2 e3e2 f8e7 e1g1 e8g8 f2f4 f6d7 f4e5 d7e5 d2d4 e5c4 e2c4 b7b6 c4d3 e7g5 d3g3 g5c1 a1c1 d8d7 c1d1 f7f5 e4e5 d6e5 d4e5 d7e6 b2b3 g7g6 c3c4 h7h5 g3f3 g8g7 f3e2 f5f4 f1f3 g6g5 g2g3 g7g6 g3f4 e6g4 f3g3 g4e2 g3g5 g6h6
03/02/23,1007,fabioscr won by checkmate,e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 d2d3 c8g4 c1e3 g4f3 d1f3 g8f6 b1d2 f8e7 e1c1 e8g8 h2h4 c6d4 e3d4 e5d4 g2g4 c7c5 g4g5 f6e8 f3g4 g7g6 h4h5 e7g5 h5g6 g5d2 c1d2 f7g6 b5c4 g8g7 f2f4 e8f6 g4h3 f6h5 d1g1 f8f4 h3h5 f4f2 d2c1 f2f6 h5h7 g7f8 h7b7 a8b8 h1h8
03/02/23,1012,amcv1966 won by checkmate,e2e4 c7c5 g2g3 d7d6 f1g2 e7e5 c2c4 f8e7 b1c3 b8c6 d2d3 g8f6 c1g5 h7h6 g5f6 e7f6 c3d5 e8g8 g1f3 c8g4 e1g1 c6d4 h2h3 g4f3 g2f3 f6e7 h3h4 f7f6 f3g2 a8c8 a2a4 a7a5 b2b3 c8b8 f2f4 e5f4 f1f4 g7g5 f4f1 g8g7 h4g5 h6g5 d1h5 f8h8 h5d1 h8h6 f1f2 d8h8 g1f1 h6h1 g2h1 h8h1
03/02/23,1024,Ady13messi won on time,e2e4 g7g6 e4e5 f8g7 d2d4 e7e6 g1f3 h7h6 c2c4 a7a6 c4c5 b7b5 c1d2 d7d5 f1e2 c7c6 b2b4 b8d7 a2a4 c8b7 a4b5 a6b5 a1a8 b7a8 e1g1 d7b8 h2h3 g8e7 g2g4 f7f5 f3h2 f5g4 h3g4 g6g5 f2f4 e7g6 f4g5 h6g5 d1c1 g7h6 f1f6 d8d7 f6g6 h6g7 d2g5 d7f7 e2d3 h8f8 g5e3 b8a6 c1d2 e8e7 e3g5 e7d7 g5h6 g7h6 d2h6 f7f2 g1h1 f2e1 d3f1 f8f1 h2f1 e1f1 h1h2 f1b1 g6g7
03/02/23,1018,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8b4 c1g5 d7d6 f1e2 e8g8 e1g1 c6d4 g5f6 d8f6 c3d5 f6h6 d5c7 a8b8 f3d4 e5d4 c7d5 b4a5 c2c4 c8e6 e2f3 f7f5 d5e7 g8h8 e7f5 e6f5 e4f5 f8f5 f3d5 b7b5 b2b3 b5c4 b3c4 a5c3 a1b1 b8b1 d1b1 g7g6 b1b8 f5f8 b8d6 h8g7 d6e5 f8f6 a2a4 h6d2 e5e7 f6f7 e7e5 g7h6 e5e4 f7d7 e4h4 h6g7 h4e4 g7f6 e4f3 f6g7 f1b1 d7e7 h2h3 e7e1 b1e1 d2e1 g1h2
03/02/23,1033,Homeyrabalalian won by resignation,d2d4 d7d5 c1f4 g8f6 e2e3 b8c6 g1f3 e7e6 f1b5 c8d7 e1g1 f6e4 c2c3 f7f5 b5c6 d7c6 f3e5 f8e7 f2f3 e4f6 e5c6 b7c6 b1d2 e8g8 d2b3 a8b8 b3c5 e7c5 d4c5 b8b5 b2b4 a7a5 a2a3 a5b4 a3b4 d8e7 d1d4 b5b8 a1a7 b8c8 b4b5 c6b5 d4b4 c7c6 a7e7
03/02/23,1038,pilla10 won by resignation,e2e4 e7e5 g1f3 c7c5 b1c3 b8c6 d2d3 b7b6 f1e2 c8b7 a2a3 f7f6 b2b4 c5b4 a3b4 g7g5 b4b5 c6b4 c1a3 d8c7 c3d5 b4d5 e4d5 f8a3 d5d6 c7c3 f3d2 a3b2 a1b1 e8c8 e1g1 f6f5 d2c4 b2a3 c4d2 c3d4 d2b3 d4d6 h2h3 h7h5
03/02/23,1021,Ady13messi won on time,e2e4 e7e5 b1c3 g8f6 f2f4 d7d6 d2d4 b8c6 d4e5 d6e5 d1d8 e8d8 f4e5 c6e5 c1g5 f8b4 e1c1 c8d7 c3d5 b4e7 d5f6 e7f6 g5f6 g7f6 g1f3 e5f3 g2f3 b7b6 f1h3 d8c8 h3d7 c8b7 d7a4 a7a5 d1d7 a8f8 h1g1 h7h5 g1g7 h5h4 g7f7 f8f7 d7f7 h8g8 f7f6 g8g1 c1d2 g1g2 d2c3 g2h2 f6h6 h2h1 c3d3 h4h3 c2c4 h3h2 d3e2 b7c8 h6h8 c8b7 e4e5 b7a6 e5e6 h1g1 h8h2 g1g6 e6e7 g6e6 e2f2 e6e7 f3f4 e7f7 h2h4 f7g7 f2f3 g7e7 a4b5 a6b7 f4f5 e7e1
03/02/23,1031,stojanmarkovic won by resignation,e2e4 e7e5 g1f3 d7d6 b1c3 h7h6 d2d3 b8c6 c3d5 g8f6 c2c4 f6d5 e4d5 c6b8 f1e2 c7c6 e1g1 c8g4 h2h3 g4h5 g2g4 h5g6 f3h4 d8h4 e2f3 h4h3 f3g2 h3h4 f2f3 f8e7 b2b3 e8g8 a2a4 f7f5 g4f5 g6f5 a4a5 f5h3 g2h3 h4h3 g1f2 e7h4 f2e2 h3g2 e2e3 h4g5 e3e4 g5c1 a1c1 f8f4 e4e3 g2g5 e3e2 b8d7 e2f2 g5h4 f2e2 d7c5 d1e1 h4f6 e2d2 c5b3 d2c2 b3c1 e1c1 f4f3 f1f3 f6f3 c2b1 f3d3 b1a1 a8f8 c1b1 f8f1 b1f1 d3f1 a1b2 f1c4 b2a3 c4d5 a3b4 d5b5
03/02/23,1031,Ady13messi won - game abandoned,e2e4 e7e5 b1c3 f8c5 g1f3 b8c6 d2d3 d7d6 f1e2 c8g4 e1g1 c6d4 f3d4 g4e2 d4e2 d8f6 c3d5 f6d8 c2c4 c7c6 d5c3 a7a6 a2a3 g8f6 b2b4 c5a7 c1g5 h7h6 g5f6 d8f6 a3a4 e8c8 b4b5 c6b5 c3d5 f6g6 d5e7 c8b8 e7g6
03/02/23,1032,Ady13messi won by checkmate,e2e4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d3 f8b4 c1g5 b4c3 b2c3 h7h6 g5f6 d8f6 f1e2 e8g8 e1g1 d7d6 c3c4 c6d4 f3d4 e5d4 g2g3 c7c5 e2f3 c8h3 f3g2 h3g2 g1g2 f8e8 g2g1 e8e5 f2f4 e5h5 f4f5 h5h3 g1g2 h3h5 d1h5 g7g6 h5h6 b7b6 g3g4 f6e5 f5g6 a8f8 g6f7 f8f7 h6g6 f7g7 g6h6 g7g4 g2h1 e5e7 f1g1 g4g1 a1g1 g8f7 g1g7 f7e8 g7e7 e8e7 h6h7 e7e6 h7a7 e6e5 a7b6 d6d5 e4d5 e5f4 b6c5 f4e3 d5d6 e3d2 d6d7 d2c2 d7d8q c2d3 d8d4 d3c2 d4e4 c2b2 c5b4 b2a2 e4a8
03/02/23,1024,Maliza73 won by resignation,e2e4 e7e5 b1c3 g8f6 g1f3 c7c6 d2d3 d7d6 c1g5 c8g4 g5f6 d8f6 g2g3 g4f3
03/02/23,1039,yasarrcan won by resignation,e2e4 e7e5 b1c3 g8f6 g1f3 d7d6 d2d4 c8g4 d4e5 g4f3 d1f3 d6e5 c1g5 f8e7 a1d1 d8c8 f1b5 b8c6 g5f6 e7f6 c3d5 f6e7 f3c3 e8g8 b5c6 b7c6 d5e7 g8h8 e7c8 a8c8 e1g1
04/02/23,1009,Raj7557 won by resignation,b2b3 e7e5 c1b2 e5e4 d2d3 g8f6 b2f6 g7f6 d3e4 d7d6 e2e3 f8g7 c2c3 f6f5 e4f5 c8f5 d1f3 f5b1 a1b1 g7c3 e1e2 e8g8 f3b7 b8d7 b7c6 c3g7 g1f3 f8e8 g2g3 d7c5 f1g2 c5e4 f3d4 g7d4 g2e4 d4f6 c6a8 d8a8 e4a8 e8a8 h2h4 a8e8 h1c1 e8c8 c1c6 a7a5 b3b4 a5b4 b1b4 f6e7 b4b7 e7d8 a2a4 g8f8 a4a5 f8e8 a5a6 e8d7 c6c2 c8a8 a6a7 d7c8 c2b2 c7c6 b7b8 c8c7 b8a8 c7d7 a8d8
04/02/23,1018,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 d2d4 d7d6 d4d5 c6d4 f3d4 e5d4 d1d4 c7c5 d4d1 g8f6 f1e2 f6e4 e1g1 f8e7 e2d3 e4f6 d1f3 b7b6 c2c4 a7a6 a2a3 a6a5 b1c3 c8d7 f1e1 d8c7 c3e4 f6e4 f3e4 c7d8 c1g5 f7f6 g5h4 e8g8 e4e7 f8e8 e7d8 a8d8 d3e2 g7g5 e2h5 e8f8 h4g3 d7f5 e1e3 f5g6 a1e1 g6h5 h2h3 g8g7 g3h2 h5f7 g2g4 h7h6 h2g3 h6h5 e3e7 h5h4 g3h2 g7g6 e7b7 a5a4 b7b6 f8e8 e1e8 d8e8 b6d6 e8e2 g1g2 e2b2 d6c6 b2a2 c6c5 a2a3 d5d6 a3c3 c5c6 a4a3 d6d7 c3d3
04/02/23,1027,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 d2d4 d7d6 d4e5 d6e5 d1d8 c6d8 f3e5 f7f6 e5f3 c8g4 f1e2 g4f3 e2f3 d8e6 b1c3 e8c8 e1g1 e6d4 f3d1 f8c5 c3e2 d4e2 d1e2 g8e7 c2c3 e7c6 c1d2 d8d2
04/02/23,1021,PATETINA won by resignation,e2e4 e7e5 f1c4 g8f6 d2d3 b8c6 c2c3 d7d6 c1g5 f8e7 b1d2 a7a6 g5f6 e7f6 d2f3 c8g4 h2h3 g4f3 g1f3 e8g8 d3d4 b7b5 c4d5 d8d7 d4e5 d6e5 e1g1 a8d8 d1b3 g8h8 a1d1 c6a5 b3b4 a5c4 d5c4 d7e7 b4e7 f6e7 c4b3 d8d1 f1d1 a6a5 f3e5 a5a4 b3f7 a4a3 b2b3 e7f6 e5d7 f6c3 d7f8 c3b4 f8e6 h7h6 e6c7 h8h7 c7b5 b4c3 b5c3
04/02/23,1009,dAnFransis007 won by resignation,e2e4 e7e6 e4e5 c7c6 d2d4 g7g6 g1f3 d7d5 g2g3 a7a6 b2b3 f7f5 c2c4 h7h6 c4c5 b7b5 b3b4 a8a7 a2a4 h8h7 a4b5 a6b5 a1a7 h7a7 f1e2 a7a1 d1c2 a1a7 e1g1 b8a6 c1d2 g6g5 h2h4 g5g4 f3h2 g8e7 f2f4 e7g6 b1c3 h6h5 f1a1 f8h6 a1a3 d8c7 c2a2 a6b4 a3a7 c7d8 a2a3 b4a6 a3a6 c8a6 a7a6 h6f8 a6c6 d8d7 c6b6 e8f7 e2b5 d7d8 b6b7 f7g8 c5c6 d8a8 g1f2 g6e7 h2f1 e7c6 b5c6 a8c8 b7b6 c8c7 b6a6 f8b4 f1e3 b4c3 d2c3 c7b8 a6a8 b8a8 c6a8 g8g7 c3b4 g7f7 b4d6 f7e8 a8b7 e8d7 b7a6 d7c6 a6d3 c6b6 e3c2 b6a5
04/02/23,1001,MorsalinImran won by resignation,e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 b1c3 c8d7 d2d3 g8f6 c1g5 f8e7 e1g1 d7g4 b5c6 b7c6 h2h3 g4f3 d1f3 c6c5 c3d5 f6d5 e4d5 e7g5 f1e1 g5f6 c2c3 e8g8 d3d4 e5d4 c3d4 f6d4 a1d1 d4b2 e1e4 b2d4 e4g4 g7g6 g4h4 f7f5 d1d4 c5d4 h4d4 d8f6 f3e3 f8e8 e3c3 a8b8 c3d2 b8b1 g1h2 f6e5 f2f4 e5f6 d2d3 c7c5 d5c6 e8d8 c6c7 d8c8 d4d6 f6e7 d6d8 c8d8 c7d8q e7d8 d3d8 g8g7 d8e7 g7h6 e7a7 b1b4 a2a4 b4f4 a7e3 g6g5 a4a5 f4e4 e3b6 h6g7 b6a6 e4a4 a6b7 g7f6 b7c6 f6e5 c6a4 e5d6 a5a6 d6c7 a6a7 c7b7 a7a8q b7c7 a4a5 c7d6 a8d5 d6e7 d5f5 e7d6 f5f6 d6d7 a5a7 d7c8
04/02/23,995,Ady13messi won on time,e2e4 e7e5 b1c3 b8c6 d2d3 g8f6 g1f3 d7d5 c1g5 f8e7 g5f6 e7f6 c3d5 e8g8 c2c4 c6d4 f3d4 e5d4 f1e2 d8d6 a2a3 c8e6 e2f3 f6g5 e1g1 c7c6 d5b4 c6c5 b4d5 e6d5 e4d5 d6b6 a1b1 h7h6 g2g3 b6f6 h2h4 g5h4 g3h4 f6h4 f3g2 h4g5 f2f3 h6h5 f3f4 g5g6 f4f5 g6g5 f5f6 g7g6 g1h2 a8d8 g2h3 d8d6 d1f3 f8e8 f1g1 g5e3 f3g3 e3g3 g1g3 d6f6 h3d7 e8e3 g3e3 d4e3 b1e1 f6f2 h2g1 f2b2 e1e3 b2b3 e3e8 g8g7 a3a4 b3d3 g1f2 d3c3 d7b5 a7a6 b5d7 c3c4 f2e3 c4d4 e8e5 d4d1 d5d6 d1d6 e5c5 d6d7 e3e4 g7h6 e4e5 h6g5 e5e4 g5g4 e4e3 h5h4 c5c4 g4g3 c4h4 g3h4 e3f3 d7e7 f3f2 e7d7 f2e3 d7d4 e3d4
04/02/23,1004,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 d7d5 c1g5 f8e7 g5f6 e7f6 c3d5 e8g8 c2c4 f6e7 f1e2 e7b4 f3d2 c6d4 a2a3 d8g5 d5b4 g5g2 h1f1 a7a5 b4d5 c8h3 d5e3 g2h2 e3g4 h2g2 g4e3 g2h2 d2f3 d4f3 e2f3 h3f1 e3f1 a8d8 f3e2 f7f5 f2f3 f5e4 f3e4 h2h3 e1d2 h3h6 d2c2 a5a4 e2g4 h6b6 g4e2 b6b3 c2b1 d8d7 d1b3 a4b3 f1d2 f8d8 d2b3 d7d3 e2d3 d8d3 b1a2 d3e3 b3c5 b7b6 c5d7 e3e4 a1c1
04/02/23,1013,Game drawn by stalemate,d2d4 d7d5 b1c3 g8f6 e2e4 e7e6 e4e5 f6d7 f1d3 f8b4 g1e2 b4c3 e2c3 f7f6 e5f6 d7f6 e1g1 e8g8 c1g5 d8d6 c3e2 f6e4 f2f3 e4g5 e2g3 g5f7 f3f4 f7h6 f4f5 e6f5 g3f5 h6f5 d3f5 c8f5 c2c3 f5e6 f1f8 g8f8 d1f3 f8g8 a1f1 b8c6 g2g4 a8f8 f3h3 f8f1 g1f1 d6f4 f1g2 f4d2 g2g3 d2b2 h3f1 b2c3 g3h4 c3d4 h2h3 d4f6 f1f6 g7f6 h4h5 c6d4 h3h4 g8g7 g4g5 f6g5 h4g5 e6f5 g5g6 f5g6 h5g4 d4f5 g4g5 d5d4 g5f4 d4d3 f4f3 d3d2 f3e2 h7h5 e2d2 h5h4 d2e2 g7h6 e2f2 h6g5 f2g2 g5g4 a2a4 h4h3 g2h2 c7c5 a4a5 c5c4 a5a6 c4c3 a6b7 c3c2 b7b8q c2c1q b8b1 c1b1
04/02/23,1020,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 f1c4 d7d6 c2c3 c8g4 d2d3 g4f3 d1f3 g8f6 c1g5 f8e7 h2h4 a7a6 a2a3 b7b5 c4b3 a6a5 b3a2 a5a4 b1d2 c6a5 e1g1 c7c5 g5f6 e7f6 c3c4 b5b4 a3b4 c5b4 f3e3 b4b3 a2b1 e8g8 a1a4 d8d7 a4a1 f6d8 d2b3 d7b7 b1c2 d8b6 c4c5 a5b3 c5b6 b3a1 c2d1 f8c8 d1e2 a1c2 e3d2 b7b6 f1c1 c2d4 c1e1 f7f6 g2g4 g8f7 g4g5 h7h5 e2h5 g7g6 h5e2 f6g5 h4g5 c8c2 d2d1 d4e2 e1e2 a8a1 d1a1 c2e2 a1d1 b6f2
04/02/23,1018,Ady13messi won by checkmate,e2e4 d7d6 g1f3 e7e6 b1c3 b7b6 d2d3 c8b7 d3d4 g7g6 f1d3 f8g7 d4d5 g7c3 b2c3 e6e5 c3c4 b7c8 e1g1 c8g4 c1d2 g4f3 d1f3 h7h6 f3e3 f7f6 f2f4 g6g5 f4g5 f6g5 d3e2 b8d7 e2h5 e8e7 e3f3 d7f6 a2a4 e7d7 f3f5 d7e7 f5e6 e7f8 e6f7
05/02/23,1035,juliensweet won by checkmate,e2e4 e7e5 g1f3 b8c6 c2c3 d7d6 d2d3 c8g4 h2h3 g4f3 d1f3 g8f6 b1a3 a7a5 c1e3 b7b5 a3b5 a5a4 a2a3 f8e7 f1e2 a8b8 d3d4 b8b5 e2b5 e5d4 c3d4 d8d7 d4d5 f6d5 e4d5 e8g8 b5c6 d7c8 e1g1 c8b8 b2b4 e7f6 a1b1 f8d8 f1d1 f6e5 e3d4 e5d4 d1d4 f7f6 f3g4 b8b6 g4e6 g8h8 e6e7 d8g8 c6a4 b6d4 a4d7 d4d5 d7e6 d5a8 e6g8 a8g8 b1e1 h7h6 e7e8 g8e8 e1e8 h8h7 e8e7 h7g6 e7c7 g6f5 b4b5 f5e6 b5b6 e6d5 b6b7 d5e6 b7b8q e6f5 a3a4 f5g6 a4a5 d6d5 a5a6 d5d4 a6a7 d4d3 c7d7 d3d2 d7d2 g6h7 a7a8q h7g6 b8e8 g6h7 e8h8 h7g6 a8g8 g6f5 g8g7 f5e6 h8h6 e6f5 h6f6 f5e4 g7g4
05/02/23,1033,arslanra won by resignation,e2e4 c7c5 b1c3 g7g6 d2d3 f8g7 g1f3 b8c6 c1d2 g8f6 c3d5 e7e6 d5f6 d8f6 c2c4 f6b2 f1e2 b2a1 d1a1 g7a1 e1g1 a1g7 d2g5 h7h6 g5f4 e6e5 f4e3 d7d6 f3d2 c8e6 f1b1 a8b8 a2a4 a7a5 d2f3 b7b6 g2g3 c6b4 e3d2 b4c6 h2h4 e6g4 g1g2 c6d4 e2f1 g4f3 g2h2 f3g4 f1h3 d4f3 h2g2 g4h5 d2c3 e8g8 b1d1 f8e8 d1h1 f3d4 c3d4 e5d4 h3d7 e8e7 d7b5 b8f8 h1b1 f8b8 b5c6 h5e2 b1b3 e7e6 c6d5 e6f6 b3b2 e2d3 b2d2 d3b1 g2h3
05/02/23,1024,resign-with-dignity won by resignation,e2e4 d7d6 d2d4 c7c6 g1f3 g8f6 b1c3 d8b6 c1e3 b6b2 f1e2 b2c3 e3d2 c3a3 e1g1 f6e4 e2d3 e4d2 d1d2 c8e6 f3g5 b8d7 g5h7 g7g6 h7g5 e6d5 g5f3 d7f6 f1e1 f6g4 d3e2 g4f2 g1f2 d5f3 e2f3 h8h2 f2e2 e8c8 f3g4 e7e6 e2d1 f7f5 g4f3 f8h6 d2e2 a3b2
05/02/23,1033,Ady13messi won by checkmate,e2e4 e7e5 b1c3 f8b4 g1f3 b4c3 d2c3 d7d5 e4d5 c8g4 f1e2 g4f3 e2f3 d8e7 d5d6 c7d6 f3b7 g8f6 b7a8 b8d7 a8c6 e8g8 c6d7 e7d7 e1g1 f6g4 h2h3 g4f6 c3c4 d6d5 c4d5 f6d5 c2c4 f8d8 c4d5 h7h5 d1h5 d7d5 h5g4 e5e4 c1h6 g7g6 h6g5 d8c8 a1d1 d5a2 g4c8 g8g7 c8c3 g7f8 d1d8
05/02/23,1044,IloveMalamutes won by resignation,e2e4 e7e5 f1c4 g8f6 b1c3 b8c6 d2d3 d7d6 f2f4 e5f4 c1f4 f8e7 g1f3 c8g4 h2h3 g4f3 d1f3 c6d4 f3f2 e8g8 f2d4 c7c5 d4f2 a7a6 e1g1 b7b5 c4d5 f6d5 c3d5 b5b4 f2g3 g7g6 e4e5 d6e5 f4e5 a6a5 d5f6 e7f6 e5f6 d8d7 g3h4 h7h5 h4g5 a5a4 g5h6
05/02/23,1044,RubyMerida won by resignation,e2e4 c7c6 b1c3 d7d5 e4d5 c6d5 g1f3 c8f5 d2d3 e7e6 f1e2 g8f6 d3d4 f8e7 f3e5 b8d7 f2f4 e8g8 e5d7 d8d7 e1g1 a7a6 g2g3 a8c8 b2b3 c8c3 c1d2 c3c2 a1c1 c2c1 d1c1 f8c8 c1b2 f6e4 e2d3 e4d2 d3f5 d2f1 f5e6 d7e6 g1f1 e6e3 f1g2 e7d6 b3b4 c8c3 b4b5 e3f3 g2h3 d6f4 b2g2 f3g2 h3g2 f4c7 g2h3 a6b5
05/02/23,1033,ugur02 won on time,c2c4 e7e5 b1c3 f7f5 e2e3 e5e4 f2f3 e4f3 d1f3 d7d6 f1d3 g7g6 d3f5 c8f5 c3d5 g8e7 g2g4 e7d5 g4f5 d8h4 e1e2 h4h5 c4d5 h5f3 g1f3 g6f5 d2d4 b8a6 b2b3 e8c8 c1b2 d8e8 e2d3 a6b4 d3c3 a7a5 a2a3 e8e3 c3d2 e3d3 d2e2 d3b3 a1b1 b4d5 f3g5 b3e3 e2f2 f8h6 g5f7 h8g8 f7h6 f5f4 h6f5 e3d3 h1g1 d3d2 f2f1 d5e3 f5e3 f4e3 g1g8 c8d7 b1d1 d2d1 f1e2 d1d2 e2e3 d2b2 g8g7 d7c8 g7g8 c8d7 g8g7 d7c6 g7h7 b2h2 h7f7
05/02/23,1017,edenhaniev won by checkmate,e2e3 e7e5 a2a3 e5e4 b2b4 d7d5 c1b2 g8f6 f2f3 b8c6 f3e4 d5e4 f1b5 c8d7 g1e2 a7a6 b5c4 b7b5 c4b3 f8e7 e1g1 e8g8 f1f4 a6a5 b4a5 c6a5 e2g3 a5b3 c2b3 e7d6 g3e4 d6f4 e4f6 g7f6 e3f4 d7e6 d1e1 b5b4 e1g3 g8h8 g3h4 h8g8 b2f6 d8d2 h4g3 e6g4 g3g4
