Date,EloRating,Result,Moves
13/12/23,938,kulans won - game abandoned,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4d3 g8f6 b1c3 f8e7 c1f4 d7d6 e1c1 c8d7 f4d6 e8g8 e4e5 e7d6 d3d6 f6e8 d6d7 d8d7 d1d7 f7f6 f1c4 g8h8 e5f6 e8f6 d7b7 a7a5 h1e1 a5a4 e1e7 f6e8 c4b5 e8d6 b7d7 f8f2 d7d6 a4a3 b2b3 a8f8 d6e6 f2f1 b5f1 f8f1 c3d1 f1d1
13/12/23,948,Ady13messi won on time,e2e4 e7e5 b1c3 d8f6 d2d3 c7c6 g1f3 h7h6 f1e2 a7a5 a2a4 f8b4 c1d2 g8e7 a1b1 d7d6 b2b3 e8g8 c3a2 b8a6 d2b4 a5b4 d1d2 c6c5 e1g1 e7g6 d2d1 g6f4 f3d2 f6g6 g2g3 f4h3 g1g2 c8e6 d2f3 e6g4 f3h4 h3f4 g2g1 f4e2 g1h1 e2c3 h4g6 g4d1 g6f8 c3b1 f1d1 b1c3 a2c3 b4c3 f8d7 a6b4 d1c1 a8d8 d7b6 g7g5 b6d5 b4d5 e4d5 d8e8 c1e1 f7f5 h1g2 e5e4 d3e4 f5e4 h2h4 g5g4 e1e3 g8g7 e3c3 g7g6 c3e3 g6f5 c2c3 e8e5 c3c4 h6h5 g2f1 b7b6 f1e2 b6b5 a4b5 e5e7 e2f1 e7e8 f1g2
13/12/23,955,B003000 won - game abandoned,d2d4 d7d5 g1f3 b8c6 b1c3 g8f6 c1g5 e7e6 e2e3 f8b4 f1b5 c8d7 d1d3 b4c3 d3c3 e8g8 b5c6 d7c6 f3e5 c6d7 e5d7 d8d7 f2f4 f6e4 c3d3 e4g5 f4g5 f7f6 g5g6 h7g6 d3g6 d7f7 g6g3 f7h5 g3f3 h5f3 g2f3 f8f7 e1c1 g8f8 h2h4 f8e7 h4h5 f7f8 h5h6 g7h6 h1h6 f8h8 h6g6 h8g8 d1g1 e7f7 g6g3 g8g3 g1g3 a8g8 g3h3 g8g1 c1d2 g1g2 d2c3 f7g6 h3h8 g2g3 h8g8
13/12/23,980,Ady13messi won by resignation,e2e4 g7g6 e4e5 f8g7 d2d4 b7b6 g1f3 c8b7 f1e2 d7d6 e5d6 c7d6 e1g1 b8d7 f1e1 f7f6 e2c4
14/12/23,952,chayn1v won - game abandoned,e2e4 e7e5 f1c4 b8c6 g1f3 g8f6 d2d3 d7d6 c1g5 c8g4 e1g1 g4f3 d1f3 c6d4 f3d1 f8e7 c2c3 d4e6 g5f6 e7f6 c4e6 f7e6 f2f4 e8g8 f4e5 f6e5 f1f8 d8f8 b1d2 f8e7 d1f1 a8f8 f1e2 e7h4 g2g3 h4g5 a1f1 c7c5 d2f3 g5f6 f3e5 f6e5 f1f8 g8f8 e2f2 e5f6 f2f6 g7f6 g1f2 f8f7 f2f3 e6e5 f3e3 f7g6 d3d4 e5d4 c3d4 c5d4 e3d4 g6g5 h2h3 h7h5 d4d5 h5h4 g3h4 g5h4 d5d6 h4h3 d6e6 h3g4 e6f6 g4f4 e4e5 b7b5 e5e6
14/12/23,934,jessiemero won - game abandoned,e2e4 e7e5 f1c4 b8c6 g1f3 d7d6 e1g1 c6a5 c4e2 g8f6 b2b4 a5c6 f3g5 f8e7 e2c4 c8e6 c4e6 f7e6 g5e6 d8d7 e6g7 e8f7 g7f5 f6e4 d1f3
14/12/23,935,Adremal won - game abandoned,e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g1f3 c8g4 f1e2 g4f3 e2f3 c7c6 c3b5 e7e6 b5c3 f8b4 d2d3 g8e7 e1g1 e7d5 c3d5 c6d5 c2c3 b4d6 d3d4 e8g8 f1e1 f8e8 g2g3 b7b6 f3g2 b8d7 c1d2 h7h6 h2h4 d7f6 h4h5 a7a5 d2c1 b6b5 c1e3 b5b4 d1d2 b4c3 b2c3 d8c7 e3h6 g7g6 h5g6 f7g6 d2g5 c7f7 g5d2 f7h7 h6g5 g8f7 g5f6 f7f6 d2e3 f6e7 e3g5 e7d7 a1b1 d6e7 g5e7 e8e7 b1b7 d7e8 b7e7 e8e7 e1b1 h7g8 b1b7 e7f6 b7b5 g6g5
14/12/23,942,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 f8c5 d2d3 d7d6 f1e2 c8g4 e1g1 g8f6 c1g5 e8g8 g5f6 d8f6 c3d5 f6d8 c2c4 g4f3 e2f3 c6d4 f3e2 c7c6 d5c3 f7f5 e2f3 f5e4 f3e4 d8f6 g2g3 f6h6 a2a3 h6h3 b2b4 c5b6 e4g2 h3f5 g2e4 d4f3 e4f3 f5f3 d1f3 f8f3 c3e4 a8f8 e4d6 b6f2 g1g2 f2d4 f1f3 f8f3 g2f3 d4a1 d6b7 a1d4 f3e4 d4g1 h2h3 g1h2 g3g4 h2f4 b7a5
14/12/23,931,Dav1d1444 won by checkmate,d2d4 d7d5 c2c4 d5c4 b1c3 c7c6 e2e4 b7b5 a2a4 c8a6 a4b5 a6b5 c3b5 c6b5 b2b3 c4b3 f1b5 b8d7 d1b3 a8b8 b5d7 d8d7 b3b8 d7d8 b8d8 e8d8 a1a7 e7e6 c1f4 f8b4 e1e2 g8f6 g1f3 h8e8 h1c1 f6g4 c1c7 e8e7 a7a8
14/12/23,959,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 b4c3 b2c3 g8f6 c3c4 d7d6 c1g5 e8g8 g5f6 d8f6 f1e2 h7h6 e1g1 f6g6 g2g3 c8h3 f1e1 f7f5 e4f5 g6f5 f3h4 f5e6 e2f3 g7g5 h4g2 e6f6 f3d5 g8g7 e1f1 c6d4 d1h5 h3f5 g2e3 c7c6 e3f5 f6f5 d5e4 f5f6 h2h4 d6d5 h4g5 h6g5 h5h7
14/12/23,937,Ady13messi won on time,d2d4 d7d5 e2e3 b8c6 f1b5 c8d7 b5c6 d7c6 g1f3 g8f6 f3e5 c6d7 d1d3 e7e6 d3b3 b7b6 b3c3 f8d6 e5c6 d7c6 c3c6 f6d7 b1c3 d6b4 c1d2 b4c3 d2c3 e8g8 c3b4 f8e8 e1g1 d7f6 h2h3 f6e4 a1d1 f7f5 f2f3 e4f6 a2a3 a7a5 b4e1 d8d7 c6d7 f6d7 b2b4 a5b4 e1b4 d7f6 d1a1 e6e5 d4e5 e8e5 b4c3 e5e3 c3f6 g7f6 a3a4 c7c5 f1d1 d5d4 g1f2 f5f4 d1b1 a8a6 b1e1 g8g7 e1e3 f4e3 f2e2 g7g6 g2g4 f6f5 g4f5 g6f5 a1g1 f5f4 g1g7 h7h5 g7h7 f4g5 h7g7 g5h6 g7g3 a6a4 e2d3 a4a6 g3g8 h5h4 g8h8 h6g5 h8g8 g5f4 g8h8 f4g3 d3e2 g3h3 h8h5 h3g3 h5g5 g3f4 g5h5 f4g3 h5g5 g3h3 g5g6 h3h2 g6h6 h4h3 h6g6 h2h1 g6h6 h3h2 h6g6 a6a1 g6b6 a1g1 b6c6 h1g2 c6c5 h2h1q c5g5 g2h2 g5h5 h2g2 h5g5 g2h3 g5h5 h3g3 h5g5 g3f4 g5g4 f4f5 g4d4 h1h2 e2d3 h2d2 d3c4 d2c2 c4d5 c2b3
14/12/23,940,Ady13messi won by checkmate,e2e4 e7e5 g1f3 g8f6 b1c3 d7d5 e4d5 c8g4 f1e2 g4f3 e2f3 f8b4 e1g1 b4c3 b2c3 f6d5 f3d5 d8d5 c1b2 b8c6 d2d3 e8g8 c3c4 d5e6 f1e1 a8d8 d1h5 g7g6 h5h6 c6e7 e1e5 e6f6 a1b1 f8e8 e5e7 f6e7 h6g7
14/12/23,945,Michesl won - game abandoned,e2e4 e7e5 d2d3 b8c6 g1f3 g8f6 b1c3 d7d6 h2h3 c6d4 f1e2 c7c5 a2a3 e8e7 e1g1 e7e8 c1g5 f8e7 f1e1 a7a5 c3d5 f6d5 e4d5 e7g5 f3g5 d8g5 c2c3 d4e2 d1e2 e8e7 d3d4 e7d7 d4e5 d6e5 e2b5 d7d6 b5b6 d6d7 b6c5 h8d8 c5b5 d7e7 d5d6 d8d6 e1e5 e7d8 e5g5
15/12/23,943,Ady13messi won on time,e2e4 e7e5 g1f3 f7f6 b1c3 c7c6 d2d3 b7b5 f1e2 a7a5 a2a3 d7d6 c1e3 c8b7 b2b4 d6d5 e4d5 c6d5 b4a5 a8a5 a3a4 b5b4 c3b5 d5d4 e3d2 f8c5 c2c4 d8d7 e1g1 b7a6 a1b1 g8e7 d2b4 d7c6 b4a5 e8g8 a5b4 g7g5 b4c5 c6c5 b5c7 c5c7 g2g3 b8c6 f3d2 e7f5 e2f3 c6e7 f3d5 e7d5 c4d5 c7c3 d2e4 c3c7 b1c1 c7d7 d1b3 f8c8 c1c8 a6c8 b3b6 f5e7 e4f6 g8f7 f6d7 c8d7 f1e1
15/12/23,941,Ady13messi won by resignation,
15/12/23,950,mierebustelur won by resignation,e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g1f3 g8f6 d2d4 g7g6 e1e2 f8g7 e2e1 e8g8 f1e2 b8c6 c1g5 c6a5 g5f6 g7f6 a2a4 a5c6 d4d5 c6e5 f3e5 f6e5 e2f3 c7c6 d5c6 b7c6 d1d8 f8d8 g2g3 c8b7 e1f1 a8b8 f1g2 c6c5 f3b7 b8b7 a1b1 d8d2 h1c1 e5c3 b2c3 b7b1 c1b1 d2c2 b1b7 c2c3 b7a7 c3a3 a7e7 c5c4 e7c7 c4c3 c7c4 f7f5 h2h4 h7h5 g2h3 g8f7 f2f4 f7e6 h3g2 a3a2 g2f3 c3c2 f3e3 a2a3 e3d4 a3a4 d4c3 a4c4 c3c4 c2c1q
15/12/23,942,gxstxv won - game abandoned,e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 d2d4 g8f6 b1c3 e7e6 f1e2 f8b4 e1g1 b4c3 b2c3 e8g8 c1g5 h7h6 g5f6 d8f6 a2a4 b8d7 a4a5 f6e7 a5a6 b7b6 c3c4 d7f6 c4d5 e6d5 f1e1 c8e6 c2c3 f6e4 f3e5 e4c3 d1d2 c3e2 e1e2 a8c8 a1c1 c8c1 d2c1 f8c8 g2g3 c8c1
15/12/23,952,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 d7d6 b1c3 c8g4 c1g5 g4f3 d1f3 c6d4 g5f6 d4f3 g2f3 d8f6 c3d5 f6f3 d5c7 e8d7 e1g1
15/12/23,942,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 c2c4 g8f6 d2d3 d7d6 b1c3 c8g4 a2a3 g4f3 d1f3 c6d4 f3d1 f8e7 c3b5 c7c5 b5d4 e5d4 b2b4 b7b6 c1g5 e8g8 f1e2 h7h6 g5f6 e7f6 e1g1 a7a5 e2f3 a5b4 a3b4 a8a1 d1a1 d8a8 a1b2 a8d8 b4b5 g7g6 f1e1 f6g7 g2g3 d8d7 h2h4 d7h3 f3g2 h3g4 g1h2 g6g5 g2h3 g4f3 e1e3 f3f6 e3e1 g5h4 g3h4 f6f4 h2g2 g7e5 e1g1 g8h7 h3f5 h7h8 g2f1 f4h4 g1h1 h4f4 b2e2 f4c1 f1g2 f8g8 g2h3 c1h1
15/12/23,951,Ady13messi won by checkmate,e2e4 e7e5 d2d3 b8c6 c1e3 g8f6 b1c3 d7d6 c3d5 f8e7 d5f6 e7f6 g1f3 c8g4 h2h3 g4f3 g2f3 c6d4 e3d4 e5d4 f3f4 c7c5 f4f5 f6e5 d1e2 d8e7 e1c1 e8c8 c1b1 c8b8 h1g1 f7f6 h3h4 d6d5 e4d5 d8d5 f1g2 d5d8 c2c3 h7h6 c3d4 e5d4 e2c2 b7b6 g1e1 e7d6 e1e6 d6c7 c2b3 h8e8 e6c6 c7e7 b3a4 e7d7 a4a6 d8c8 c6c8 e8c8 b2b3 c8c7 a2a4 d4e5 a4a5 d7d4 a5b6 d4b2
16/12/23,936,Gold1970 won by resignation,e2e3 e7e5 b2b3 b8c6 c1b2 g8f6 h2h3 d7d5 g2g4 e5e4 g4g5 f6h5 d1h5 g7g6 h5h4 h8g8 h4h7
16/12/23,937,leeoon812 won - game abandoned,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 h7h6 f1e2 f8e7 c3d5 f6d5 e4d5 c6d4 f3d4 e5d4 c2c4 d4c3 b2c3 e8g8 c3c4 d7d6 e1g1 c8f5 f1e1 c7c6 e2f3 c6c5 g2g3 a8c8 a2a4 a7a5 a1b1 b7b6 e1e2 e7f6 f3g2 f8e8 e2e8 d8e8 c1f4 f6e5 f4e5 e8e5 d1f3 c8b8 g1f1 e5d4 b1e1 f5d3 f1g1 d3c4 g2h3 d4d5 f3d5 c4d5 h3g2 d5g2 g1g2 c5c4 e1c1 d6d5 c1c3 g8f8 g2f3 f8e7 f3e3 e7d6 e3d4 b8c8 f2f4 f7f5 h2h4 h6h5 c3c2 g7g6 c2c3 c8c5 c3b3 d6c6 b3b5 c5b5 a4b5 c6b5 d4d5 a5a4 d5d4 a4a3 d4c3 a3a2 c3b2 a2a1q b2a1 b5b4 a1b2 c4c3 b2c2 b6b5 c2c1 b4b3 c1b1 c3c2 b1c1 b5b4 c1d2 b3b2 d2e3 c2c1q
16/12/23,947,Deesha165 won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4d1 f8e7 c1g5 h7h6 g5e3 d7d6 f1c4 c8d7 e1g1 d7c6 f2f3 d8c7 c3d5 c6d5 e4d5 e8c8 f1e1 h6h5 e3g5 h5h4 d1e2 d8e8 c4b5 h4h3 g2g3 e8d8 e2e7 c7e7 e1e7 a7a6 b5c4 d8e8 e7f7 h8g8 g5f6 g7f6 f7f6 g8f8 f6f8 e8f8 f3f4 b7b5 c4d3 f8f5 d3f5
16/12/23,939,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 e1g1 g8f6 d2d3 f8e7 c2c4 e8g8 d3d4 c8g4 h2h3 g4f3 d1f3 c6d4 f3d3 c7c5 b5c6 a8b8 c6d5 f6d5 c4d5 g7g6 c1e3 e7f6 e3h6 f8e8 b1c3 f6g7 a1e1 g7h6 c3b5 h6g7 b5d4 e5d4 e4e5 g7e5 f2f4 e5g7 e1e8 d8e8 f1e1 e8e1 g1h2 b8e8 d3g3 e8e3
17/12/23,929,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8b4 f1e2 b4c3 b2c3 e8g8 c3c4 h7h6 c1b2 d7d6 e1g1 c8g4 a2a4 g4f3 e2f3 f8e8 g2g3 c6a5 f3e2 c7c6 f2f4 e5f4 f1f4 d6d5 c4d5 c6d5 e4d5 d8d5 e2f3 d5d8 b2f6 g7f6 f4g4 g8f8 a1b1 b7b6 f3a8 d8a8 d3d4 a8c8 d1d3 a5c6 d3h7 f8e7 b1e1 e7d8 e1e8 d8e8 g4g8 e8d7 g8c8 d7c8 h7f7 c6d8 f7f6 a7a6 f6h6 b6b5 a4b5 a6b5 h6a6 d8b7 a6b5 c8c7 h2h4 b7d6 h4h5 d6b5 h5h6 b5d4 h6h7 d4c2 h7h8q c7c6 h8c3 c6d5 c3c2 d5e5 c2f2 e5e4 g3g4 e4e5 g4g5 e5d5 g5g6 d5c4 g6g7 c4d5 g7g8q d5e4 g8g3 e4d5 f2f4 d5c5 g3g5 c5c6 f4f6 c6c7 g5g7 c7c8 f6f8
17/12/23,944,Ady13messi won by resignation,e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d3 f8c5 c1g5 h7h6 g5f6 d8f6 c3d5 f6d6 c2c4 c6b4 f1e2 b4d5 e4d5 c7c6 d5c6 d7c6 d1d2 e8g8 e1g1 e5e4 d3e4 c8g4 d2d6 c5d6 f1e1 d6b4 e1d1 f7f5 e4f5 f8f5 d1d4 b4c5 d4g4 f5f3 e2f3 a8f8 g2g3
17/12/23,938,Ady13messi won on time,e2e4 e7e5 d1h5 b8c6 f1b5 g8f6 h5d1 g7g6 b1c3 f8g7 g1f3 e8g8 e1g1 d7d6 d2d3 c8g4 h2h3 g4f3 d1f3 c6d4 f3d1 c7c5 c1e3 a7a6 b5c4 b7b5 c4d5 f6d5 c3d5 b5b4 c2c3 b4c3 b2c3 d4e6 d1d2 e6c7 e3h6 c7d5 h6g7 g8g7 e4d5 a6a5 c3c4 f8e8 f2f4 e5f4 d2f4 e8f8 h3h4 a5a4 h4h5 a4a3 h5g6 f7g6 f4g4 f8f1 a1f1 a8b8 g4f4 d8f8 f4g5 f8d8 g5g4 b8b2 g4e6 d8g5 f1f7 g7h6 e6h3 g5h5 h3h5 g6h5 f7a7 b2a2 g1h2 a2a1 h2h3 h6g6 g2g4 h5g4 h3g4 h7h5 g4f3 g6g5 f3e3 h5h4
17/12/23,939,guid46 won on time,e2e4 e7e5 g1f3 d7d6 b1c3 c8e6 d2d3 g8f6 f1e2 b8c6 c1g5 g7g6 g5f6 d8f6 c3d5 f6d8 c2c4 c6b8 e1g1 b8d7 f3d2 f8g7 e2f3 d7f6 a2a4 c7c6 d5f6 d8f6 g2g3 e8g8 f3g2 f6d8 d2f3 c6c5 f3d2 b7b6 d2b1 a7a5 b1c3 e6d7 c3d5 d7c6 b2b3 c6d5 e4d5 a8b8 a1b1 d8e7 f2f4 e5f4 f1f4 h7h5 f4e4 e7d7 d1f3 g8h7 b1f1 b8b7 g3g4 h5h4 g4g5 h7h8 g2h3 d7d8 f3g4 g7d4 g1g2 f7f6 g4h4 h8g8 g5f6 d4f6 h3e6 g8g7 h4g4 b7e7 h2h4 e7c7 h4h5 f6e5 g4g6 g7h8 g2h3 c7g7 f1f8 d8f8 g6f5 g7g3 h3h4 f8e7
17/12/23,933,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 f7f6 d2d3 f8c5 f1e2 d7d6 c3d5 c8e6 c2c4 d8d7 e1g1 e8c8 a2a4 g7g5 a4a5 h7h5 a5a6 g5g4 a6b7 c8b7 d1b3 b7c8 c1e3 c6d4 e3d4 e5d4 b3c2 g4f3 e2f3 h5h4 a1a2 h4h3 g2g3 e6g4 f3g4 d7g4 f1a1 g4f3 d5f4 g8e7 a2a7 c5a7 a1a7 e7g6 a7a8 c8d7 c2a4 d7e7 f4g6 e7e6 g6f4 e6f7 a8d8 f3g2 f4g2 h3g2 d8h8
17/12/23,926,Shippaz won by checkmate,e2e4 c7c6 g1f3 d7d5 b1c3 f7f6 e4d5 c6d5 f1b5 b8c6 b5c6 b7c6 e1g1 e7e5 f1e1 e5e4 f3d4 f8c5 d4b3 c5b4 a2a3 b4c3 b2c3 g8e7 b3c5 e8g8 d2d4 e7f5 g2g3 f8e8 c1d2 f5h6 d2h6 g7h6 d1h5 e8e7 h5h6 e7g7 h6e3 d8a5 h2h4 a8b8 h4h5 b8b2 h5h6 g7g6 g1g2 b2c2 g2h2 c2c3 e3f4 c3a3 a1a3 a5a3 f4b8 g6h6 h2g2 a3f3 g2f1 h6h1
17/12/23,935,Ady13messi won by resignation,d2d4 d7d5 e2e3 b8c6 f1d3 g8f6 g1f3 e7e6 e1g1 c8d7 f1e1 a7a5 b1c3 f8b4 c1d2 b4c3 d2c3 f6e4 d3e4 d5e4 f3e5 c6e5 d4e5 f7f5 e5f6 g7f6 d1d4 h8g8 d4f6 d8f6 c3f6 e8f7 f6e5 c7c5 e5c3 a5a4 a2a3 c5c4 c3b4 b7b5 c2c3 d7c6 a1d1 c6d5 h2h3 h7h5 g1h2 g8g6 g2g4 h5g4 h3h4 a8h8 h2g3 f7f6 e1h1 f6f5 h1h2 g6f6 d1h1 f5e5 h4h5 f6f3 g3g2 f3f6 g2g3 e5f5 h5h6 f5g5 h2h5 g5g6 g3g4 f6f2 h5g5 g6f7 h6h7 f2b2 g4f4 b2f2 f4g3 f2e2 g3f4 e2f2 f4g3 f2f3 g3g2 f3e3 h1f1 e3f3 f1f3 e4f3 g2f2 h8h7 g5d5 e6d5 f2f3 h7h3 f3f4 f7e6 f4g4 h3d3 g4f4 d3d2 f4e3 d2b2 e3d4 b2b4 c3b4 e6d6 d4c3 d6e5 c3d2 e5d4 d2c2 c4c3 c2c1 d4c4 c1c2 d5d4 c2c1 c4b3
17/12/23,942,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 e1g1 g8f6 d2d3 c8d7 c1e3 f8e7 b1c3 e8g8 d1d2 d7g4 h2h3 g4f3 g2f3 c6d4
17/12/23,934,Ady13messi won by checkmate,e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 e5f4 g1f3 d7d6 e1g1 c8g4 h2h3 g4f3 f1f3 c6d4 f3f1 f8e7 d2d3 c7c5 c1f4 e8g8 f4g5 h7h6 g5f6 e7f6 c3d5 f6e5 c2c3 d4e6 d5e3 a7a6 e3g4 d8g5 g4e5 g5e5 d3d4 c5d4 c3d4 e6d4 c4d5 a8b8 f1f5 d4f5 e4f5 e5f5 d5b3 f5e5 d1f1 e5b2 a1d1 b8d8 f1f3 b7b5 f3c6 b2a3 c6f3 b5b4 d1d4 a6a5 d4d5 a3c1 d5d1 c1a3 d1d3 a3c1 d3d1 c1c3 d1d3 c3e5 d3e3 e5a1 g1h2 a1f6 f3g3 d6d5 e3f3 f6d6 f3f4 d5d4 h2g1 d4d3 g3f2 d3d2 f4d4 d6d4 f2d4 d8d4 g1f2 d2d1q b3d1 d4d1 f2e2 f8d8 e2f3 a5a4 f3g3 b4b3 a2b3 a4b3 g3h2 b3b2 g2g4 b2b1q h3h4 b1b2 h2h3 d8d3
17/12/23,932,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8b4 c1g5 h7h6 g5f6 d8f6 f1e2 d7d6 e1g1 c8g4 c3d5 f6d8 c2c4 e8g8 a2a4 g4f3 e2f3 c6d4 d5b4 c7c5 b4d5 a7a6 g2g3 d8g5 f3g2 f8e8 f2f4 g5d8 f4e5 d6e5 d1g4 e8e6 g2h3 e6e8 d5f6 g8f8 f6h5 g7g6 h5f6 h6h5 g4g5
18/12/23,972,shahramheidari won on time,e2e4 g7g6 b1c3 f8g7 g1f3 e7e6 d2d4 g8e7 e4e5 e8g8 c1g5 d7d6 g5e7 d8e7 e5d6 e7d6 f1e2 b8c6 c3b5 d6d7 a2a4 a7a6 b5c3 c6b4 e1g1 b4d5 c3d5 d7d5 b2b3 c8d7 a1b1 b7b5 a4b5 a6b5 f1e1 d7c6 e2d3 b5b4 d3e4 d5d6 e4c6 d6c6 g2g3 a8d8 f3e5 c6c3 d1d3 c3d4 d3d4 d8d4 e5f3 d4d8 e1e4 g7c3 f3e5 c3e5 e4e5 c7c5 e5c5 d8d2 c5c4 f8d8 b1c1 d2d1 c1d1 d8d1 g1g2 d1c1 c4b4 c1c2 b4c4 c2b2 b3b4 g8g7 g2f3 g7f6 f3e4 e6e5 e4e3 f6e6 h2h4 e6d5 c4c5 d5d6 c5b5 f7f6 b5b8 h7h5 b4b5 d6c7 b8f8 b2b5 f8f6 b5b3 e3e4 b3b5 f6g6 b5b2 g6g5 b2f2 g5h5 f2e2 e4f5 e5e4 f5f4 e4e3 h5e5 e2e1 h4h5 e1f1 f4e3 f1g1 e3f3 g1h1 f3g4 c7d6 e5f5 d6e6 f5g5 e6f6 g5g6 f6f7
18/12/23,956,Ady13messi won by checkmate,e2e4 e7e5 c2c4 b8c6 d2d3 g8f6 c1g5 d7d6 g5f6 d8f6 d1f3 f6f3 g1f3 c6d4 f3d4 e5d4 f1e2 c7c5 b1d2 g7g6 e1g1 f8g7 h2h3 e8g8 g2g4 c8d7 f2f4 a8e8 f4f5 a7a5 f5f6 g7h8 a2a4 e8e6 g4g5 e6e5 d2b3 d7h3 f1f4 e5g5 g1h2 h3e6 a1g1 g5g1 h2g1 b7b6 e2g4 e6g4 f4g4 h8f6 g4f4 f6e5 f4g4 f7f5 e4f5 f8f5 g1g2 g8g7 g2h3 h7h5 g4g2 f5f3 h3h4 f3d3 b3c1 d3f3 h4g5 e5f4 g5h4 f4c1 g2e2 c1f4 e2e7 g7f6 e7b7 f4g5
18/12/23,964,Ady13messi won by resignation,e2e4 c7c5 g1f3 b8c6 b1c3 d7d6 d2d3 c8g4 f1e2 c6d4 f3d4 g4e2 d4e2
18/12/23,958,Ady13messi won by checkmate,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4d3 f8b4 c2c3 b4e7 g1f3 d7d6 c1f4 g8f6 b1a3 e8g8 b2b4 c8g4 f1e2 g4f3 d3f3 a7a5 b4b5 c6e5 e1g1 e5f3 e2f3 c7c6 e4e5 d6e5 f4e5 f6d5 f1d1 d8e8 b5c6 b7c6 c3c4 e7a3 c4d5 c6d5 d1d5 f7f6 e5d6 a3d6 d5d6 a8d8 d6a6 e8e7 a6a5 f8e8 h2h3 e7c7 a5d5 d8d5 f3d5 g8f8 d5f3 c7a5 g1f1 g7g5 a2a4 f8g7 g2g3 h7h5 f1g2 h5h4 g3h4 g5h4 g2f1 a5e5 a4a5 e5a1 f1g2 a1a5 g2h2 e8e1 h2g2 a5g5 f3g4 f6f5 f2f3 f5g4 f3g4 g5d2 g2f3 d2e3 f3g2 e1e2 g2f1 e3f2
18/12/23,963,dfoiygfey won by checkmate,e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 d2d4 g8f6 b1c3 c8f5 f1b5 b8c6 b5c6 b7c6 e1g1 e7e6 f1e1 f8d6 f3e5 e8g8 c1f4 d6e5 f4e5 f6e4 c3e4 f5e4 f2f3 e4f5 c2c3 f7f6 e5f4 f8e8 b2b3 a8b8 b3b4 e6e5 d4e5 f6e5 f4e5 b8b5 d1d2 c6c5 b4c5 b5c5 e5d4 e8e1 a1e1 c5c4 d4a7 d8c7 a7d4 c7c6 e1e7 g7g6 e7g7 g8f8 d2e3 c6d6 g7h7 g6g5 e3g5 f5h7 g5g7 f8e8 g7h7 d6e7 h7h8 e7f8 h8e5 f8e7 e5d5 e7e1
18/12/23,958,tasssloggg won by resignation,e2e4 d7d5 e4d5 g8f6 b1c3 c7c6 d5c6 b8c6 g1f3 e7e5 f1e2 e5e4 f3g5 f8e7 g5e4 f6e4 c3e4 e8g8 e1g1 e7d6 g2g3 c8h3 e4d6 d8d6 f1e1 d6d5 e2f3 d5f5 f3g2 f8e8 e1e8 a8e8 d2d3 h3g4 d1d2 c6d4 b2b3 d4e2 g1h1 f5f2 c1b2 h7h5 d2e1 e2g3 h2g3 e8e1 a1e1 f2e1 h1h2 e1e2 b2d4 g4f3
18/12/23,948,Ady13messi won - game abandoned,b2b3 e7e5 c1b2 b8c6 e2e3 g8f6 f1b5 d7d6 b1c3 c8d7 d1f3 a7a6 b5c6 d7c6 f3g3 g7g6
18/12/23,941,Ady13messi won by checkmate,e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 d2d3 d7d6 c3d5 f8e7 c2c3 a8b8 d1f3 e8g8 h2h4 c8g4 f3g3 f6d5 c4d5 g4e6 d5c6 b7c6 h4h5 g7g6 c1h6 f8e8 h5g6 f7g6 g1f3 d8d7 h6e3 e6g4 f3g5 e7g5 e3g5 g4h5 g5e3 d7g4 g3h3 g4h3 h1h3 g8g7 e1d2 e8f8 a1h1 b8b2 d2c1 b2a2 h3g3 h5e2 f2f3 e2d3 g3h3 a2g2 h3h7 g7f6 h7c7 f8b8 c1d1 b8b1 e3c1 c6c5 c7c6 f6e6 h1h6 c5c4 h6h4 g2g1 d1d2 b1c1 h4g4 c1c2 d2e3 g1e1
